DATE,CODE,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,VIX,FFR,SPX,OIL,CCY,STX,INF,UNE,IP,RSP,ROI,RFX,RSX,USTP1,USTP2,USTP3,USTP4,USTP5,USTP6,USTP7,USTP8,USTP9,USTP10
732736,436,0.13763,0.27754,0.35278,0.41182,0.46658,0.52029,0.57385,0.62749,0.68121,0.73497,12.34,4.52,1280.66,61.41,4.703,778.83,3.09,NaN,5.1,NaN,NaN,NaN,NaN,0.017482,-0.0025504,-0.031363,-0.051179,-0.055671,-0.044284,-0.019122,0.016727,0.060061,0.10798
732767,436,0.75913,0.74298,0.69348,0.67363,0.67543,0.69134,0.71662,0.74835,0.78462,0.82419,11.39,5,1294.83,66.63,4.6635,785.06,3.6,NaN,5.7,1.1004,8.1582,-0.84344,0.79674,0.043911,0.048043,0.04223,0.048926,0.074679,0.11863,0.17696,0.24512,0.31885,0.39458
732795,436,0.039768,0.16597,0.26313,0.34316,0.41377,0.47912,0.54138,0.60167,0.6606,0.71853,11.59,4.86,1310.61,71.88,4.481,812.81,3.6,NaN,5.7,1.2113,7.5843,-3.992,3.4737,-0.0060494,-0.0085006,0.016511,0.066879,0.13774,0.22353,0.31896,0.41948,0.52136,0.62169
732828,436,-0.020285,0.027105,0.098962,0.18343,0.27594,0.37442,0.47779,0.58544,0.69696,0.81209,16.44,5.05,1270.09,71.29,4.523,792.44,3.47,NaN,6.1,-3.1405,-0.8242,0.93293,-2.5381,0.02968,0.026338,0.026387,0.047798,0.093458,0.1598,0.24114,0.33172,0.42656,0.5217
732858,436,-0.028201,0.027482,0.10846,0.19986,0.29599,0.39429,0.49345,0.59275,0.69173,0.79011,13.08,5.05,1270.2,73.93,4.43,721.26,3.46,NaN,9.4,0.0086604,3.6363,-2.0776,-9.4117,0.017574,-0.026063,-0.060178,-0.060455,-0.02751,0.030528,0.10478,0.18785,0.27422,0.36006
732889,436,-0.019688,0.070876,0.17175,0.26898,0.35984,0.4446,0.52421,0.59962,0.67164,0.7409,14.95,5.31,1276.66,74.4,4.3923,737.56,2.45,NaN,7.7,0.50729,0.63372,-0.85466,2.2348,-0.083514,-0.16083,-0.18377,-0.16443,-0.11409,-0.042295,0.043161,0.13618,0.23209,0.32743
732920,436,-0.27951,-0.33387,-0.19985,-0.021765,0.15145,0.30685,0.44383,0.56524,0.6743,0.77376,12.31,5.31,1303.82,70.26,4.366,745.68,2.25,NaN,9.8,2.1051,-5.7253,-0.60057,1.0949,-0.1867,-0.32569,-0.35982,-0.33182,-0.26814,-0.18504,-0.092509,0.0033173,0.098692,0.19137
732949,436,-0.073053,-0.045392,0.046103,0.1572,0.26955,0.37639,0.47591,0.56834,0.65456,0.73556,11.98,5.34,1335.85,62.91,4.3042,758.21,2.25,NaN,9.8,2.4269,-11.0498,-1.4256,1.6664,-0.19199,-0.34168,-0.3869,-0.36815,-0.31142,-0.23323,-0.14405,-0.050489,0.043309,0.13478
732981,436,-0.047877,-0.047286,0.025254,0.13543,0.26215,0.39324,0.52206,0.64532,0.76166,0.87079,11.1,5.31,1377.94,58.73,4.28,809.11,-0.19,NaN,11.1,3.1022,-6.8754,-0.56383,6.4974,-0.19479,-0.3508,-0.40324,-0.39133,-0.34059,-0.26743,-0.18235,-0.092098,-0.00094694,0.088424
733011,436,-0.18321,-0.26278,-0.165,0.010521,0.21053,0.40912,0.59513,0.76491,0.91838,1.057,10.91,5.31,1400.63,63.13,4.251,830.88,-0.29,NaN,12.2,1.6333,7.2245,-0.67988,2.6551,-0.2167,-0.39847,-0.47122,-0.47424,-0.43383,-0.36744,-0.28653,-0.19864,-0.1087,-0.01986
733040,436,-0.06232,0.080855,0.26067,0.44266,0.61359,0.76757,0.90158,1.0139,1.1036,1.1699,11.56,5.17,1418.3,61.05,4.216,818.19,-0.29,NaN,12.2,1.2537,-3.3503,-0.82674,-1.5391,-0.13581,-0.25974,-0.31176,-0.31208,-0.27637,-0.21652,-0.14139,-0.057543,0.030183,0.1183
733073,436,0.019829,0.12254,0.2364,0.34899,0.45613,0.55641,0.64952,0.73559,0.81494,0.88799,10.42,5.33,1438.24,58.14,4.263,863.93,0.06,NaN,9.4,1.3961,-4.8839,1.1086,5.4397,-0.090676,-0.17803,-0.21443,-0.21216,-0.18149,-0.13066,-0.066133,0.0070586,0.085028,0.16481
733101,436,0.0074256,0.058816,0.15347,0.26526,0.38004,0.49088,0.59485,0.69114,0.77996,0.86202,15.42,5.41,1406.82,61.79,4.21,875.76,-0.82,NaN,8.1,-2.2088,6.0888,-1.251,1.36,-0.20956,-0.37607,-0.43096,-0.4164,-0.36002,-0.27966,-0.18684,-0.08895,0.0093264,0.10505
733131,436,0.029071,0.11445,0.21396,0.31968,0.42855,0.53918,0.65084,0.76313,0.87579,0.98864,14.64,5.3,1420.86,65.87,4.157,897.64,-0.82,NaN,8.1,0.99305,6.3942,-1.2669,2.4677,-0.22284,-0.38438,-0.41984,-0.38041,-0.29815,-0.19298,-0.077262,0.041365,0.15823,0.27056
733162,436,-0.35135,-0.40274,-0.20332,0.034189,0.248,0.42728,0.57592,0.70054,0.80702,0.89988,14.22,5.29,1482.37,65.71,4.03,954.02,-1.27,NaN,9,4.238,-0.2432,-3.1027,6.0916,-0.25482,-0.43537,-0.47551,-0.43564,-0.35173,-0.24517,-0.12869,-0.0098815,0.10678,0.21872
733193,436,0.025823,0.16069,0.31003,0.4575,0.59681,0.72518,0.84118,0.94402,1.0332,1.1085,13.05,5.28,1530.62,64.01,4.0398,994.24,-1.27,NaN,9.5,3.2031,-2.6212,0.24288,4.1294,-0.025674,-0.07564,-0.10394,-0.10242,-0.072694,-0.02025,0.048534,0.12771,0.21229,0.29834
733222,436,-0.13725,-0.12614,0.017757,0.19774,0.37435,0.53424,0.67499,0.7983,0.90694,1.0037,16.23,5.31,1503.35,70.68,4.2537,995.74,-1.27,NaN,9.5,-1.7977,9.9123,5.1594,0.15076,-0.037654,-0.061359,-0.043191,0.0056826,0.075824,0.15965,0.25123,0.34601,0.44056,0.53239
733254,436,0.024022,0.050567,0.10177,0.17235,0.25703,0.35138,0.45193,0.55601,0.66161,0.76725,23.52,5.28,1455.28,78.21,4.3066,998.92,0.33,NaN,8.2,-3.2498,10.1235,1.236,0.31885,-0.23018,-0.35025,-0.32722,-0.23417,-0.10961,0.02613,0.16231,0.29335,0.41646,0.53041
733285,436,-0.063065,-0.045311,0.053078,0.19537,0.3586,0.52869,0.69731,0.8598,1.0138,1.1584,23.38,4.96,1473.99,74.04,4.1212,936.56,1.02,NaN,5.3,1.2775,-5.4792,-4.4004,-6.4461,-0.12615,-0.197,-0.16986,-0.07996,0.047197,0.19353,0.34651,0.49771,0.64173,0.7753
733313,436,-0.070612,-0.022737,0.10593,0.27024,0.44567,0.61916,0.78422,0.93808,1.08,1.2105,18,4.58,1526.75,81.66,4.017,975.58,1.02,NaN,5.3,3.5168,9.7959,-2.5609,4.0819,-0.080718,-0.088292,-0.0030648,0.13596,0.30193,0.4769,0.64931,0.81211,0.96135,1.0952
733346,436,-0.023784,0.024777,0.1312,0.26649,0.41331,0.56155,0.70555,0.84241,0.97091,1.0908,18.53,4.6,1549.38,94.53,3.9604,1040.1,2.19,NaN,4.2,1.4714,14.6353,-1.419,6.404,-0.13234,-0.18054,-0.11336,0.019195,0.18386,0.35921,0.53203,0.69467,0.84318,0.976
733376,436,-0.1229,-0.10909,0.029056,0.21846,0.4208,0.61736,0.80007,0.96641,1.1166,1.2519,22.87,4.66,1481.14,88.71,3.831,990.03,2.79,NaN,2.4,-4.5043,-6.3545,-3.3219,-4.9337,-0.23689,-0.29828,-0.16253,0.069099,0.33591,0.60329,0.85297,1.0766,1.2718,1.4392
733407,436,-0.25343,-0.33646,-0.20198,0.010976,0.23794,0.45239,0.6457,0.81702,0.96853,1.1032,22.5,3.06,1468.36,95.98,3.8315,1002.6,3.4,NaN,4.8,-0.86659,7.8767,0.013051,1.2617,-0.25887,-0.33165,-0.19088,0.055776,0.34293,0.63267,0.90449,1.1487,1.3619,1.5445
733438,436,-0.10063,-0.15691,-0.087177,0.066851,0.27248,0.50626,0.75214,0.99947,1.2415,1.4741,26.2,3.22,1378.55,91.75,3.6275,884.7,3.54,NaN,8.7,-6.3114,-4.5072,-5.4713,-12.5103,-0.10208,-0.017394,0.22277,0.53332,0.8647,1.189,1.4915,1.7653,2.0078,2.2193
733467,436,-0.21996,-0.23059,-0.051493,0.20688,0.48636,0.75834,1.0103,1.2382,1.442,1.6238,26.54,3.01,1330.63,101.84,3.6413,924.17,3.65,NaN,7.7,-3.538,10.4335,0.37971,4.3647,-0.25812,-0.14432,0.21279,0.64147,1.0698,1.4694,1.8307,2.1519,2.4345,2.6814
733498,436,-0.32177,-0.46314,-0.30175,0.001005,0.35303,0.70618,1.0378,1.3389,1.6081,1.8469,25.61,2.51,1322.7,101.58,3.5602,835.44,3.74,NaN,11.2,-0.59774,-0.25563,-2.2524,-10.0938,0.043414,0.2331,0.51767,0.85311,1.2091,1.5644,1.905,2.2214,2.5083,2.7628
733528,436,-0.10253,0.063196,0.28138,0.50967,0.73311,0.94598,1.1462,1.3332,1.5072,1.6686,20.79,2.37,1385.59,113.46,3.4486,889.52,4.73,NaN,11.3,4.6451,11.0604,-3.1848,6.2723,0.21593,0.52111,0.82047,1.1074,1.3781,1.6301,1.8621,2.0734,2.2637,2.4334
733558,436,-0.065658,0.066238,0.24497,0.43916,0.63684,0.83267,1.024,1.2092,1.3874,1.5581,17.83,1.98,1400.38,127.35,3.237,908.47,4.73,NaN,11.3,1.0618,11.5489,-6.3321,2.108,0.26307,0.60451,0.91744,1.2021,1.4597,1.692,1.9004,2.0866,2.2522,2.3985
733589,436,0.035097,0.061322,0.10755,0.17747,0.27225,0.39223,0.53739,0.70755,0.90247,1.1219,23.95,2.47,1280,140,3.353,880.86,4.8,NaN,11.7,-8.9884,9.4703,3.5208,-3.0863,0.22147,0.51852,0.79944,1.0616,1.3039,1.526,1.728,1.9102,2.0733,2.2181
733620,436,-0.1641,-0.18042,-0.038425,0.18288,0.43641,0.69532,0.94527,1.1793,1.3948,1.5914,22.94,2.09,1267.38,124.08,3.4863,839.66,4.84,NaN,8.1,-0.99083,-12.0716,3.8986,-4.7902,0.20092,0.48802,0.77422,1.0518,1.3159,1.5635,1.7925,2.0017,2.1906,2.3591
733649,436,-0.17022,-0.26354,-0.17071,0.029908,0.28469,0.55989,0.83549,1.1004,1.349,1.5792,20.65,1.94,1282.83,115.46,3.5846,821.93,4.84,NaN,8.1,1.2117,-7.2002,2.7806,-2.1342,0.12662,0.35312,0.61408,0.88887,1.1634,1.428,1.6763,1.9042,2.1095,2.2914
733681,436,-0.53081,-0.7075,-0.46274,-0.04974,0.40386,0.83955,1.2344,1.583,1.8873,2.1526,39.39,2.03,1166.36,100.64,3.459,733.92,5.52,NaN,0.4,-9.5181,-13.7374,-3.5667,-11.3255,0.066538,0.31049,0.65919,1.0491,1.4404,1.8089,2.1415,2.4322,2.6795,2.8849
733712,436,-0.99295,-1.351,-0.98318,-0.33541,0.37469,1.0509,1.6576,2.1877,2.646,3.0417,59.89,0.22,968.75,67.81,3.7257,597.22,5.52,NaN,4.4,-18.5636,-39.484,7.4275,-20.6114,-0.12807,0.10186,0.62365,1.2729,1.9474,2.5871,3.1593,3.6496,4.0546,4.3777
733740,436,-0.79459,-0.99627,-0.61719,0.0011067,0.68228,1.3419,1.9445,2.4794,2.9479,3.3563,55.28,0.52,896.24,54.43,3.934,547.07,5.52,NaN,4.4,-7.7798,-21.9794,5.4402,-8.7709,-0.17871,-0.056551,0.32962,0.83841,1.381,1.904,2.3779,2.7885,3.1314,3.4083
733773,436,-0.28031,0.039191,0.48625,0.96496,1.4388,1.8916,2.3151,2.7049,3.0583,3.3737,40,0.14,903.25,44.6,3.7805,537.29,3.8,NaN,1.9,0.77911,-19.9182,-3.98,-1.8039,0.036303,0.2462,0.56142,0.92242,1.2902,1.64,1.9571,2.2337,2.4669,2.6567
733803,436,-0.26277,-0.0030254,0.3867,0.82457,1.2795,1.7376,2.192,2.6389,3.0759,3.5016,44.84,0.23,825.88,41.68,4.064,574.56,3.8,NaN,1.9,-8.955,-6.7712,7.2311,6.7067,0.1206,0.4286,0.82925,1.2683,1.7098,2.1304,2.5158,2.8578,3.153,3.4009
733831,436,-0.17351,0.045386,0.36316,0.71954,1.0916,1.4692,1.8471,2.2226,2.5939,2.96,46.35,0.22,735.09,44.76,4.165,605.57,3.25,NaN,-4.6,-11.6457,7.1293,2.4549,5.2566,0.085584,0.37085,0.76862,1.2139,1.6644,2.0933,2.4848,2.8304,3.1271,3.3749
733863,436,-0.15149,0.073623,0.38887,0.73653,1.0947,1.4535,1.8081,2.1559,2.4951,2.8247,44.14,0.16,797.87,49.66,4.22,646.43,3.56,NaN,-12.7,8.1953,10.3885,1.3119,6.5295,0.069694,0.29947,0.61707,0.97528,1.3427,1.6987,2.0303,2.33,2.5941,2.8216
733893,436,-0.30238,-0.020807,0.39637,0.85548,1.3209,1.7767,2.2151,2.6316,3.0236,3.3895,36.5,0.2,872.81,51.12,4.1694,699.19,3.08,NaN,-10.4,8.9772,2.8976,-1.2063,7.8458,0.24893,0.64647,1.0647,1.4807,1.8797,2.2523,2.5928,2.898,3.1668,3.3993
733922,436,-0.36617,-0.059035,0.40162,0.90637,1.4135,1.9046,2.3703,2.8056,3.2072,3.5734,28.92,0.19,919.14,66.31,3.9088,742.81,3.08,NaN,-10.4,5.1721,26.0165,-6.4542,6.0518,0.23618,0.68037,1.188,1.7046,2.1972,2.6474,3.046,3.3902,3.6808,3.9213
733954,436,-0.31948,-0.04748,0.36583,0.82524,1.2945,1.7576,2.2063,2.6362,3.0445,3.4296,26.35,0.22,919.32,69.89,3.9303,764.75,3.6,NaN,-9.2,0.019582,5.2582,0.54853,2.9109,0.34338,0.86692,1.3947,1.8922,2.3412,2.7341,3.0694,3.3497,3.5795,3.7643
733985,436,-0.29026,-0.011568,0.39233,0.82899,1.2632,1.6794,2.0696,2.4297,2.7569,3.0498,25.92,0.18,987.48,69.45,3.775,833,3.52,NaN,-12.2,7.1522,-0.63155,-4.0315,8.5485,0.38848,0.92878,1.4414,1.9107,2.3296,2.6958,3.0105,3.2764,3.4976,3.6786
734016,436,-10.155,-10.3174,-7.4883,-5.1333,-3.4415,-2.2165,-1.297,-0.58138,-0.0072203,0.46505,26.01,0.15,1020.63,69.96,3.7975,830.6,3.14,NaN,-7.8,3.3019,0.73166,0.59426,-0.28853,0.32861,0.83589,1.3505,1.8375,2.2782,2.6646,2.9948,3.2711,3.4976,3.6798
734046,436,-2.2734,-2.5231,-1.5958,-0.56817,0.2995,0.98524,1.5228,1.9498,2.2956,2.5816,25.61,0.07,1057.08,70.61,3.7741,843.86,2.84,NaN,0.3,3.509,0.92481,-0.6181,1.5838,0.31987,0.81011,1.3041,1.7695,2.1895,2.5569,2.8705,3.1325,3.3472,3.5198
734076,436,-2.7014,-3.0143,-1.9728,-0.83939,0.10229,0.83781,1.4098,1.8617,2.2263,2.5272,30.69,0.11,1036.19,77,3.7545,869.67,2.84,NaN,0.3,-1.996,8.6634,-0.52068,3.0127,0.33036,0.83373,1.3402,1.8188,2.2531,2.6359,2.9659,3.2449,3.4769,3.6667
734107,436,-0.27181,0.038765,0.4695,0.92633,1.3734,1.7947,2.1821,2.5313,2.8395,3.105,24.51,0.13,1095.63,77.28,3.7788,916.28,3.82,NaN,-0.7,5.5779,0.36298,0.64514,5.2208,0.16762,0.56011,1.0388,1.5325,2.0016,2.4258,2.7972,3.1148,3.3814,3.6021
734138,436,-0.2606,0.019622,0.4162,0.84181,1.2632,1.6655,2.0414,2.3867,2.699,2.9768,21.68,0.05,1115.1,79.36,3.7922,960.6,3.91,NaN,-4.4,1.7615,2.6559,0.35398,4.7236,0.41233,0.98968,1.5409,2.0472,2.4999,2.8963,3.2376,3.5267,3.7683,3.9673
734167,436,-0.38449,-0.18644,0.23485,0.71403,1.1805,1.6061,1.983,2.312,2.5979,2.8464,24.62,0.12,1073.87,72.89,3.7315,981.22,3.91,NaN,-4.4,-3.7675,-8.5043,-1.6136,2.1239,0.27614,0.7795,1.3339,1.8767,2.3751,2.8143,3.1906,3.5061,3.7662,3.9777
734195,436,-0.21793,0.061242,0.44232,0.84632,1.2437,1.6218,1.9748,2.2995,2.5948,2.8598,19.5,0.13,1104.49,79.66,3.779,1009.63,3.77,NaN,4.9,2.8115,8.8816,1.2649,2.8543,0.24096,0.71593,1.2595,1.8032,2.3098,2.7616,3.1525,3.4833,3.7584,3.984
734228,436,-0.21122,0.13368,0.55323,0.96702,1.3511,1.6998,2.0135,2.295,2.5475,2.7745,17.59,0.09,1169.43,83.76,3.6958,1060.78,3.17,NaN,12.9,5.7133,5.0188,-2.2262,4.9421,0.32896,0.88604,1.4649,2.0082,2.4919,2.9097,3.2637,3.5597,3.805,4.0068
734258,436,-3.097,-3.3892,-2.263,-1.1083,-0.18321,0.52378,1.0673,1.4946,1.8391,2.1235,22.05,0.2,1186.69,86.15,3.728,1004.18,3.04,NaN,14.7,1.4651,2.8134,0.86749,-5.4833,0.24987,0.74714,1.2961,1.8223,2.2942,2.7021,3.0472,3.3352,3.5734,3.7692
734286,436,-0.39297,-0.20874,0.1989,0.70107,1.2349,1.7666,2.278,2.7594,3.2065,3.6183,32.07,0.19,1089.41,73.97,3.8218,931.54,3.04,NaN,14.7,-8.5532,-15.243,2.485,-7.5087,0.11834,0.51523,1.0139,1.5138,1.9715,2.3722,2.7145,3.003,3.2441,3.4445
734319,436,-0.51108,-0.45668,-0.055973,0.49393,1.0887,1.6738,2.2224,2.7231,3.1735,3.5752,34.54,0.09,1030.71,75.63,3.8876,915.05,2.42,NaN,14.3,-5.5388,2.2193,1.707,-1.786,0.031179,0.32711,0.75269,1.2052,1.6357,2.0235,2.3626,2.6539,2.9011,3.1095
734349,436,-0.10835,0.11852,0.42207,0.74975,1.0799,1.4011,1.7061,1.9891,2.2451,2.4693,23.5,0.18,1101.6,78.95,3.769,927.52,2.42,NaN,14.3,6.6516,4.2962,-3.0982,1.3536,0.0019365,0.23705,0.61921,1.058,1.5003,1.9165,2.2919,2.6211,2.9038,3.1431
734381,436,-0.055297,0.19372,0.4935,0.79777,1.0889,1.3589,1.604,1.8219,2.0112,2.1713,26.05,0.21,1049.33,71.92,3.8147,951.7,1.81,NaN,6.7,-4.8612,-9.326,1.2052,2.5736,-0.0111,0.16469,0.45922,0.80149,1.1495,1.4795,1.7797,2.0451,2.2753,2.4722
734411,436,-0.065529,0.1958,0.50145,0.80504,1.0918,1.3575,1.6016,1.825,2.0293,2.2162,23.7,0.15,1141.2,79.97,3.6423,1013.58,2.39,NaN,1.1,8.3928,10.6097,-4.6247,6.2994,-0.045466,0.10854,0.40454,0.76433,1.1401,1.5037,1.8399,2.1416,2.4066,2.6358
734440,436,-0.076518,0.15211,0.44001,0.74078,1.0368,1.3203,1.5874,1.8361,2.065,2.2735,21.2,0.2,1183.26,81.43,3.6331,1051.67,2.39,NaN,1.1,3.6193,1.8092,-0.25291,3.6891,-0.10545,0.012469,0.31243,0.70241,1.1246,1.5436,1.9389,2.3,2.6223,2.9054
734472,436,-0.064446,0.14233,0.40609,0.68692,0.97001,1.2491,1.5215,1.7857,2.0412,2.2878,23.54,0.2,1180.55,84.11,3.6791,1027.12,2.28,NaN,1.5,-0.22929,3.2382,1.2582,-2.3621,-0.012425,0.18817,0.5284,0.92903,1.3428,1.7426,2.1138,2.4497,2.7482,3.0101
734503,436,-0.17557,0.076568,0.42896,0.79903,1.1541,1.4813,1.7767,2.0406,2.2753,2.4836,17.75,0.13,1257.64,91.38,3.5248,1081.81,2.66,NaN,6.3,6.3257,8.2901,-4.2844,5.1877,-0.0077957,0.33985,0.85253,1.3867,1.8834,2.323,2.703,3.0281,3.3048,3.5399
734534,436,-0.19761,0.21259,0.66441,1.0811,1.4465,1.762,2.0338,2.2686,2.4726,2.651,19.53,0.17,1286.12,92.19,3.71,1078.51,3.56,NaN,4.8,2.2393,0.8825,5.1208,-0.30551,0.019344,0.3533,0.85267,1.3932,1.9143,2.3895,2.8102,3.1764,3.4919,3.7622
734562,436,-0.21629,0.1462,0.5838,1.0059,1.3824,1.7032,1.9663,2.1731,2.3261,2.4287,18.35,0.16,1327.22,96.97,3.626,1055.97,4.17,NaN,5.3,3.1457,5.055,-2.2902,-2.1121,0.064648,0.48016,1.0227,1.5607,2.0463,2.4681,2.8289,3.1358,3.3968,3.6192
734593,436,-0.1239,0.26145,0.65448,1.0006,1.2938,1.5403,1.7483,1.9253,2.0777,2.2103,17.74,0.1,1325.83,106.72,3.477,1054.26,4.27,NaN,3.9,-0.10479,9.5807,-4.196,-0.16207,0.15571,0.61794,1.1581,1.6737,2.1315,2.5262,2.8628,3.1491,3.393,3.6011
734622,436,-0.23894,0.059919,0.45934,0.84455,1.1824,1.4688,1.7093,1.9117,2.0836,2.2313,14.75,0.09,1363.61,113.93,3.391,1030.13,4.27,NaN,3.9,2.8097,6.5376,-2.5045,-2.3154,0.10435,0.48045,0.97301,1.4844,1.9671,2.4014,2.7813,3.1083,3.387,3.6231
734654,436,-0.14823,0.12427,0.46778,0.81398,1.1368,1.4246,1.6716,1.8746,2.0315,2.1412,15.45,0.1,1345.2,102.7,3.434,1006.89,4.09,NaN,-0.5,-1.3593,-10.3772,1.2601,-2.2819,0.042899,0.32409,0.74066,1.205,1.6667,2.0984,2.487,2.8284,3.1231,3.3744
734684,436,-0.14152,0.086667,0.38989,0.70924,1.0222,1.3189,1.5942,1.8453,2.0707,2.2691,16.52,0.07,1320.64,95.42,3.403,963.69,4.2,NaN,-3.3,-1.8426,-7.3524,-0.90684,-4.3852,0.072389,0.37836,0.812,1.2923,1.7712,2.2216,2.6299,2.9908,3.304,3.5723
734713,436,-0.062074,0.09091,0.29958,0.53199,0.77599,1.0262,1.2798,1.5353,1.7918,2.0488,25.25,0.11,1292.28,95.7,3.421,960.67,4.2,NaN,-3.3,-2.1708,0.29301,0.52755,-0.31387,-0.079094,0.067299,0.39115,0.80289,1.2456,1.6839,2.0973,2.4746,2.8111,3.106
734746,436,-0.092478,-0.0066961,0.20057,0.47205,0.77255,1.0803,1.3819,1.6697,1.9398,2.1903,31.62,0.08,1218.89,88.81,3.563,865.42,3.42,NaN,1.6,-5.8467,-7.4719,4.067,-10.4416,-0.07533,0.020136,0.25263,0.55804,0.8945,1.235,1.5627,1.8679,2.1456,2.3938
734776,436,-0.078963,0.17796,0.49552,0.82254,1.1395,1.4377,1.7127,1.9623,2.1848,2.3796,42.96,0.06,1131.42,79.2,3.7185,812.71,2.93,NaN,6.1,-7.4467,-11.4523,4.2717,-6.2841,-0.0095735,0.099256,0.28539,0.51229,0.75546,0.99856,1.2311,1.4466,1.6416,1.8146
734807,436,-0.12294,0.16701,0.52809,0.89549,1.2445,1.5641,1.8488,2.0956,2.3026,2.4688,29.96,0.09,1253.3,93.19,3.622,870.08,2.74,NaN,6.6,10.2307,16.2664,-2.6294,6.8211,-0.053762,0.05287,0.28088,0.57047,0.88278,1.1931,1.4864,1.7542,1.9928,2.2011
734837,436,-0.67006,-0.71704,-0.28619,0.255,0.76748,1.2097,1.5783,1.8824,2.1341,2.3442,27.8,0.1,1246.96,100.36,3.758,842.23,2.55,NaN,5.3,-0.50715,7.4123,3.6861,-3.2532,-0.041894,0.063477,0.27683,0.54523,0.83409,1.1212,1.3931,1.6418,1.8639,2.0582
734867,436,-0.11187,0.19261,0.56601,0.94345,1.3001,1.6251,1.9128,2.16,2.3651,2.5268,23.4,0.04,1257.61,98.83,3.811,842.92,2.55,NaN,5.3,0.85045,-1.5363,1.4005,0.081892,-0.024931,0.066821,0.23984,0.45728,0.6942,0.93374,1.1648,1.3806,1.5771,1.7525
734899,436,-0.055706,0.20135,0.51121,0.82665,1.1296,1.412,1.6698,1.9007,2.1033,2.2768,19.44,0.11,1312.41,98.48,3.746,882.15,1.96,6.6,0.3,4.2652,-0.35477,-1.7203,4.549,-0.073714,-0.03119,0.11028,0.31128,0.54421,0.78962,1.034,1.2683,1.4868,1.6859
734928,436,-0.041599,0.16138,0.41495,0.68332,0.95283,1.2174,1.4741,1.7211,1.9576,2.1827,18.43,0.1,1365.68,107.07,3.7808,862.06,1.66,6.9,-3.3,3.9787,8.3629,0.9247,-2.3037,-0.026766,0.058497,0.22427,0.43725,0.67422,0.91882,1.1597,1.3891,1.6024,1.7965
734958,436,-0.062914,0.14773,0.41377,0.69403,0.97281,1.2431,1.5015,1.7459,1.9752,2.1887,15.5,0.09,1408.47,103.02,3.7135,882.84,1.66,6.9,-3.3,3.0852,-3.856,-1.7961,2.3819,-0.0022169,0.12667,0.34218,0.60475,0.88753,1.1723,1.4469,1.7039,1.9386,2.1492
734989,436,-0.029961,0.15852,0.39444,0.64641,0.90245,1.1572,1.4081,1.6535,1.8925,2.1247,17.15,0.16,1397.91,104.87,3.7654,911.72,2.13,6.9,7.4,-0.75257,1.7798,1.3879,3.2189,-0.051091,0.014182,0.1713,0.38293,0.62307,0.87344,1.1214,1.3586,1.5795,1.7812
735020,436,-0.0094296,0.13092,0.32532,0.55626,0.8171,1.1049,1.4182,1.7561,2.1181,2.504,24.06,0.16,1310.33,86.53,3.902,837.25,1.64,7,3.3,-6.4699,-19.223,3.5635,-8.521,-0.054013,-0.028117,0.061961,0.19307,0.34856,0.51621,0.68706,0.85473,1.0147,1.1642
735049,436,0.023473,0.19368,0.39911,0.62169,0.85451,1.0945,1.3401,1.5905,1.8452,2.1038,17.08,0.09,1362.16,84.96,3.9103,821.02,1.64,7,3.3,3.8793,-1.8311,0.21249,-1.9575,-0.033135,0.012228,0.11422,0.25288,0.41374,0.58594,0.76137,0.93402,1.0995,1.2549
735081,436,0.047639,0.13754,0.282,0.46962,0.68888,0.92986,1.1845,1.4465,1.7108,1.9736,18.93,0.13,1379.32,88.06,3.9839,842.5,1.35,6.7,7.9,1.2519,3.5838,1.8647,2.5826,-0.068049,-0.053518,0.031743,0.16231,0.31984,0.4909,0.66565,0.8371,1.0004,1.1523
735112,436,0.015156,0.17579,0.3743,0.59261,0.82385,1.0649,1.3144,1.5712,1.835,2.1054,17.47,0.13,1406.58,96.47,4.0145,835.72,1.92,6.6,15,1.9571,9.1214,0.76516,-0.808,-0.081389,-0.073421,0.015332,0.15565,0.32655,0.51271,0.70305,0.88974,1.0674,1.2325
735140,436,0.018239,0.20784,0.43018,0.66237,0.89566,1.1262,1.3519,1.5718,1.7852,1.9917,15.73,0.09,1440.67,92.19,3.9197,877.36,1.92,6.6,15,2.3947,-4.538,-2.3898,4.8624,-0.073978,-0.058972,0.034806,0.1802,0.35748,0.55189,0.75246,0.95117,1.1422,1.3217
735173,436,-0.0076094,0.062873,0.2252,0.44445,0.69456,0.95738,1.2208,1.477,1.7214,1.9514,18.6,0.18,1412.16,86.24,3.8836,900.64,1.83,7,6.8,-1.9988,-6.6718,-0.92526,2.6188,-0.041485,0.0041484,0.11591,0.26974,0.44836,0.63899,0.83224,1.0213,1.2015,1.3695
735203,436,-0.026185,-0.055052,0.053607,0.25581,0.51273,0.79606,1.0867,1.3724,1.6459,1.9032,15.87,0.16,1416.18,88.91,3.8153,914.34,1.44,6.8,8.1,0.28427,3.0491,-1.7743,1.5097,-0.073118,-0.059846,0.029566,0.16855,0.33788,0.52332,0.71436,0.90339,1.085,1.2556
735234,436,0.07754,0.18755,0.32096,0.47972,0.66461,0.87596,1.1139,1.3786,1.67,1.9881,18.02,0.09,1426.19,91.82,3.7338,881.27,1.63,7.1,-1,0.70434,3.2206,-2.1593,-3.6838,-0.046075,0.0032219,0.12663,0.29655,0.4933,0.70245,0.91356,1.1192,1.3142,1.4952
